#id	name	altIDs	elementtype	features	cellularLocation	evidence
pid_145040	FOXO4	UniProt:P98177	protein	activating-residue-modification	None	None
pid_145047	PGC1A	UniProt:Q9UBK2	protein	[N-acetylated-L-lysine]@null	nucleus	None
pid_14504	LHCGR	UniProt:P22888	protein	activating-residue-modification	plasma-membrane	None
pid_145062	Histone-H4	UniProt:P62805	protein	[N-acetylated-L-lysine]@16	None	None
pid_145071	SIRT7	UniProt:Q9NRC8	protein	None	nucleolus	None
pid_145086	PCAF	UniProt:Q92831	protein	inactivating-residue-modification	None	None
pid_145092	PCAF	UniProt:Q92831	protein	[N-acetylated-L-lysine]@null;activating-residue-modification	None	None
pid_145095	MYOD	UniProt:P15172	protein	[N-acetylated-L-lysine]@102;[N-acetylated-L-lysine]@104;[N-acetylated-L-lysine]@99;activating-residue-modification	None	None
pid_14509	LHCGR	UniProt:P22888	protein	activating-residue-modification	None	None
pid_14510	beta-Arrestin2	UniProt:P32121	protein	None	None	None
pid_145194	pro-MMP3	UniProt:P08254	protein	inactivating-residue-modification	extracellular-region	None
pid_145197	MMP3	UniProt:P08254	protein	activating-residue-modification;Fragment:100-477	extracellular-region	None
pid_145202	Plasmin-heavy-chain-A	UniProt:P00747	protein	Fragment:20-580	None	None
pid_145205	Plasmin-light-chain-B	UniProt:P00747	protein	Fragment:581-810	None	None
pid_145217	uPAR-DII-DIII	UniProt:Q03405	protein	Fragment:109-305	None	None
pid_145221	fMLP-receptors	None	protein	None	None	None
pid_145250	pro-MMP9	UniProt:P14780	protein	inactivating-residue-modification	extracellular-region	None
pid_145253	MMP9	UniProt:P14780	protein	activating-residue-modification;Fragment:107-707	extracellular-region	None
pid_145278	alphav/beta5-Integrin	None	protein	None	None	None
pid_14528	EFA6	None	protein	activating-residue-modification	None	None
pid_145315	PDGFD	UniProt:Q9GZP0	protein	None	None	None
pid_145324	uPAR-DI	UniProt:Q03405	protein	None	extracellular-region	None
pid_145326	uPAR-DII-DIII	UniProt:Q03405	protein	Fragment:109-305	plasma-membrane	None
pid_145331	kallikrein-4	UniProt:Q9Y5K2	protein	activating-residue-modification	None	None
pid_145370	Nucleolin	UniProt:P19338	protein	[phosphorylated-residue]@null	None	None
pid_145400	PAI1	UniProt:P05121	protein	None	None	None
pid_145412	uPAR	UniProt:Q03405	protein	Fragment:23-305	early-endosome	None
pid_145424	Plasminogen	UniProt:P00747	protein	Fragment:20-810	None	None
pid_145436	MMP12	UniProt:P39900	protein	activating-residue-modification;Fragment:106-470	None	None
pid_14543	ACAP2	UniProt:Q15057	protein	activating-residue-modification	None	None
pid_145447	proHGF	None	protein	None	extracellular-region	None
pid_145519	fMLP-receptors	None	protein	None	integral-to-membrane	None
pid_145557	neutrophil-elastase	UniProt:P08246	protein	activating-residue-modification	None	None
pid_14559	HGF	UniProt:P14210	protein	None	extracellular-region	None
pid_14562	MET	UniProt:P08581	protein	[O-phospho-L-serine]@956;[O4'-phospho-L-tyrosine]@1093;[O4'-phospho-L-tyrosine]@1230;[O4'-phospho-L-tyrosine]@1234;[O4'-phospho-L-tyrosine]@1235;[O4'-phospho-L-tyrosine]@1313;[O4'-phospho-L-tyrosine]@1349;[O4'-phospho-L-tyrosine]@1356;[O4'-phospho-L-tyrosine]@1365;activating-residue-modification	None	None
pid_145633	p130-Cas;p130-CAS	UniProt:P56945	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_145653	chymotrypsin-C	UniProt:Q99895	protein	activating-residue-modification	None	None
pid_145674	EGFR	UniProt:P00533	protein	[O4'-phospho-L-tyrosine]@845	None	None
pid_145706	PDGFRB	UniProt:P09619	protein	None	integral-to-membrane	None
pid_145768	pro-TGFB1	UniProt:P01137	protein	None	extracellular-region	None
pid_145770	TGFB1	UniProt:P01137	protein	activating-residue-modification	extracellular-region	None
pid_145843	pro-MMP13	UniProt:P45452	protein	inactivating-residue-modification	extracellular-region	None
pid_145847	MMP13	UniProt:P45452	protein	activating-residue-modification;Fragment:104-471	extracellular-region	None
pid_145868	PAI	UniProt:P05121	protein	None	None	None
pid_145896	cathepsin-G	UniProt:P08311	protein	activating-residue-modification	extracellular-region	None
pid_14590	ARNO	UniProt:Q99418	protein	None	cytoplasm	None
pid_145913	uPA	UniProt:P00749	protein	activating-residue-modification	extracellular-region	None
pid_14593	ARNO	UniProt:Q99418	protein	activating-residue-modification	plasma-membrane	None
pid_145949	suPAR	UniProt:Q03405	protein	None	extracellular-region	None
pid_145988	GPI-PLD1	UniProt:P80108	protein	activating-residue-modification	None	None
pid_146022	pro-MMP12	UniProt:P39900	protein	inactivating-residue-modification	extracellular-region	None
pid_146025	MMP12	UniProt:P39900	protein	activating-residue-modification;Fragment:106-470	extracellular-region	None
pid_14605	ARF6;Arf6	UniProt:P62330	protein	[ubiquitination]@null	None	None
pid_146127	MKP5	UniProt:Q9Y6W6	protein	None	None	None
pid_14615	FBXO8	UniProt:Q9NRD0	protein	None	plasma-membrane	None
pid_146182	ATF2	UniProt:P15336	protein	inactivating-residue-modification	cytoplasm	None
pid_146195	ACHE	UniProt:P22303	protein	None	None	None
pid_146202	BCL-XL	UniProt:Q07817	protein	None	None	None
pid_146215	CREB1	UniProt:P16220	protein	[O-phospho-L-serine]@null	None	None
pid_146225	DP5	UniProt:O00198	protein	None	None	None
pid_146239	ARG1	UniProt:P05089	protein	None	None	None
pid_146261	ATF2	UniProt:P15336	protein	[O-phospho-L-threonine]@69;[O-phospho-L-threonine]@71;inactivating-residue-modification	cytoplasm	None
pid_146273	PEBPB2	UniProt:Q13951	protein	None	None	None
pid_146296	JUND	UniProt:P17535	protein	activating-residue-modification	nucleus	None
pid_146312	TIP60	UniProt:Q92993	protein	[ubiquitination]@null	None	None
pid_146319	Cul3	UniProt:Q13618	protein	activating-residue-modification	None	None
pid_146324	macroH2A	UniProt:O75367	protein	None	nucleus	None
pid_146328	macroH2A	UniProt:O75367	protein	None	None	None
pid_146338	Ggamma-globin	UniProt:P69892	protein	None	None	None
pid_146369	ATF2	UniProt:P15336	protein	[ubiquitination]@null;inactivating-residue-modification	cytoplasm	None
pid_146378	ATF2	UniProt:P15336	protein	[O-phospho-L-threonine]@69;[O-phospho-L-threonine]@71;inactivating-residue-modification	None	None
pid_146379	JDP2	UniProt:Q8WYK2	protein	None	None	None
pid_14638	TSHR	UniProt:P16473	protein	activating-residue-modification	integral-to-membrane	None
pid_146402	JDP2	UniProt:Q8WYK2	protein	None	nucleus	None
pid_146416	ATF2	UniProt:P15336	protein	[O-phospho-L-threonine]@71	None	None
pid_146444	ATF2	UniProt:P15336	protein	[O-phospho-L-serine]@121;[O-phospho-L-threonine]@69;[O-phospho-L-threonine]@71;activating-residue-modification	nucleus	None
pid_146460	JUNB;JunB	UniProt:P17275	protein	None	nucleus	None
pid_146480	COL24A1	UniProt:Q17RW2	protein	None	None	None
pid_146488	ATF2	UniProt:P15336	protein	inactivating-residue-modification	None	None
pid_14650	ACAP1	UniProt:Q15027	protein	activating-residue-modification	None	None
pid_146526	PDGFRA	UniProt:P16234	protein	None	None	None
pid_146534	TIP49B	UniProt:Q9Y230	protein	None	nucleus	None
pid_146545	CREB1	UniProt:P16220	protein	[O-phospho-L-serine]@null;activating-residue-modification	nucleus	None
pid_146551	CSRP2	UniProt:Q16527	protein	None	None	None
pid_14658	ACAP1	UniProt:Q15027	protein	inactivating-residue-modification	None	None
pid_14660	GULP	UniProt:Q9UBP9	protein	None	None	None
pid_14672	CENTA1	UniProt:O75689	protein	None	cytoplasm	None
pid_14675	KIF13B	UniProt:Q9NQT8	protein	None	plasma-membrane	None
pid_14679	CENTA1	UniProt:O75689	protein	inactivating-residue-modification	None	None
pid_14681	KIF13B	UniProt:Q9NQT8	protein	None	None	None
pid_14706	AGTR1	UniProt:P30556	protein	activating-residue-modification	integral-to-membrane	None
pid_14727	TRE17	UniProt:P35125	protein	None	None	None
pid_147382	CaMK-IV;CAMK-IV	UniProt:Q16566	protein	[phosphorylated-residue]@null;activating-residue-modification	None	None
pid_14738	CENTA1	UniProt:O75689	protein	activating-residue-modification	plasma-membrane	None
pid_147427	PIKE	UniProt:Q99490	protein	None	None	None
pid_147445	TRPV1	UniProt:Q8NER1	protein	None	cytoplasm	None
pid_147446	TRPV1	UniProt:Q8NER1	protein	[O4'-phospho-L-tyrosine]@200;activating-residue-modification	cytoplasm	None
pid_147453	Src	UniProt:P12931	protein	activating-residue-modification	None	None
pid_147472	TRPC3	UniProt:Q13507	protein	None	None	None
pid_147475	TRPC3	UniProt:Q13507	protein	activating-residue-modification	None	None
pid_14748	GRP1	UniProt:O43739	protein	None	cytoplasm	None
pid_147502	FOXO3a;FOXO3A	UniProt:O43524	protein	[O-phospho-L-serine]@253;[O-phospho-L-serine]@315;[O-phospho-L-threonine]@32;inactivating-residue-modification	nucleus	None
pid_14751	GRP1	UniProt:O43739	protein	activating-residue-modification	plasma-membrane	None
pid_147531	4.1N	UniProt:Q9H4G0	protein	None	None	None
pid_147561	TRPV1	UniProt:Q8NER1	protein	[O4'-phospho-L-tyrosine]@200;activating-residue-modification	integral-to-membrane	None
pid_147571	FOXO3a;FOXO3A	UniProt:O43524	protein	[O-phospho-L-serine]@253;[O-phospho-L-serine]@315;[O-phospho-L-threonine]@32;inactivating-residue-modification	None	None
pid_14767	ARFGEP100	UniProt:Q6DN90	protein	activating-residue-modification	plasma-membrane	None
pid_14778	GNAQ	UniProt:P50148	protein	activating-residue-modification	None	None
pid_147790	Fra1	UniProt:P15407	protein	[O-phospho-L-serine]@252;[O-phospho-L-serine]@265;[O-phospho-L-threonine]@231	None	None
pid_147802	Fra2	UniProt:P15408	protein	[O-phospho-L-serine]@292;[O-phospho-L-threonine]@270	None	None
pid_147815	Fra2	UniProt:P15408	protein	[O-phospho-L-serine]@292;[O-phospho-L-threonine]@270	nucleus	None
pid_147825	JUND	UniProt:P17535	protein	None	nucleus	None
pid_14782	ARNO	UniProt:Q99418	protein	activating-residue-modification	None	None
pid_147844	decorin	UniProt:P07585	protein	None	None	None
pid_147857	Fra1	UniProt:P15407	protein	[O-phospho-L-serine]@252;[O-phospho-L-serine]@265;[O-phospho-L-threonine]@231	nucleus	None
pid_147896	Involucrin	UniProt:P07476	protein	None	None	None
pid_14791	beta-Arrestin1-2	None	protein	None	None	None
pid_147956	FIAT	UniProt:Q9NUQ3	protein	None	nucleus	None
pid_147960	FIAT	UniProt:Q9NUQ3	protein	None	None	None
pid_147971	DMTF1	UniProt:Q9Y222	protein	None	None	None
pid_147979	JUN;Jun	UniProt:P05412	protein	[O-phospho-L-serine]@63;[O-phospho-L-serine]@73;[O-phospho-L-threonine]@91;[O-phospho-L-threonine]@93	nucleus	None
pid_148025	Thrombomodulin	UniProt:P07204	protein	None	None	None
pid_148039	USF2	UniProt:Q15853	protein	None	None	None
pid_148049	Mgp	UniProt:P08493	protein	None	None	None
pid_14804	beta-2-adrenergic-receptor	UniProt:P07550	protein	activating-residue-modification	integral-to-membrane	None
pid_148064	USF2	UniProt:Q15853	protein	None	nucleus	None
pid_148073	ATF4	UniProt:P18848	protein	None	None	None
pid_148110	ATF4	UniProt:P18848	protein	None	nucleus	None
pid_14812	beta-Arrestin2	UniProt:P32121	protein	None	plasma-membrane	None
pid_14821	LHGCR	UniProt:P22888	protein	activating-residue-modification	integral-to-membrane	None
pid_148267	GM-CSF	UniProt:P04141	protein	None	None	None
pid_148269	Elf1	UniProt:P32519	protein	activating-residue-modification	nucleus	None
pid_148275	TAF1	UniProt:P21675	protein	activating-residue-modification	None	None
pid_148278	TAF1	UniProt:P21675	protein	inactivating-residue-modification	None	None
pid_148288	MEF2C	UniProt:Q06413	protein	activating-residue-modification	nucleus	None
pid_148297	MYOD	UniProt:P15172	protein	None	nucleus	None
pid_148313	TBP	UniProt:P20226	protein	None	None	None
pid_148332	GSC	UniProt:P56915	protein	None	None	None
pid_148340	RB1	UniProt:P06400	protein	[phosphorylated-residue]@null;inactivating-residue-modification	nucleus	None
pid_148343	PPARG	UniProt:P37231	protein	None	None	None
pid_148354	Elf1	UniProt:P32519	protein	inactivating-residue-modification	None	None
pid_148356	E2F1-3	None	protein	inactivating-residue-modification	None	None
pid_148362	RB1	UniProt:P06400	protein	[phosphorylated-residue]@null	None	None
pid_148399	RAF1	UniProt:P04049	protein	activating-residue-modification	nucleus	None
pid_148423	RB1	UniProt:P06400	protein	[O-phospho-L-serine]@807;[O-phospho-L-serine]@811	nucleus	None
pid_148436	SUV39H1	UniProt:O43463	protein	None	None	None
pid_148454	Elf1	UniProt:P32519	protein	None	nucleus	None
pid_148459	RB1	UniProt:P06400	protein	[N-acetylated-L-lysine]@873;[N-acetylated-L-lysine]@874	nucleus	None
pid_148465	RB1	UniProt:P06400	protein	[N-acetylated-L-lysine]@873;[N-acetylated-L-lysine]@874	None	None
pid_148513	DNMT1	UniProt:P26358	protein	None	None	None
pid_148540	CHE-1	UniProt:Q9NY61	protein	None	None	None
pid_148561	RB1	UniProt:P06400	protein	[O-phospho-L-serine]@567;[O-phospho-L-serine]@788;[O-phospho-L-serine]@795;[O-phospho-L-threonine]@821;[O-phospho-L-threonine]@826	nucleus	None
pid_14856	Gq-family	None	protein	None	None	None
pid_148575	ID2	None	protein	None	None	None
pid_148578	RB1	UniProt:P06400	protein	inactivating-residue-modification	None	None
pid_148619	MYL1	None	protein	None	None	None
pid_148623	PAX3	UniProt:P23760	protein	None	nucleus	None
pid_148636	CDK4-6	None	protein	None	None	None
pid_148638	Cyclin-D	None	protein	None	None	None
pid_148665	BRD2	UniProt:P25440	protein	None	None	None
pid_14866	GNA15	UniProt:P30679	protein	None	None	None
pid_148670	RBP2	UniProt:P50120	protein	None	None	None
pid_148677	RB1	UniProt:P06400	protein	[O-phospho-L-serine]@567;[O-phospho-L-serine]@788;[O-phospho-L-serine]@795;[O-phospho-L-threonine]@821	nucleus	None
pid_14867	GNA14	UniProt:O95837	protein	None	None	None
pid_148682	PR70	UniProt:Q9Y5P8	protein	None	None	None
pid_148718	ATFA	UniProt:P17544	protein	None	None	None
pid_148725	GSC	UniProt:P56915	protein	None	nucleus	None
pid_148747	CEBP	None	protein	None	None	None
pid_148770	CKM	UniProt:P06732	protein	None	None	None
pid_148790	CDK4-6	None	protein	inactivating-residue-modification	None	None
pid_148815	hPC2	UniProt:O00257	protein	None	nucleus	None
pid_148819	hPC2	UniProt:O00257	protein	None	None	None
pid_148842	PPAR	None	protein	None	None	None
pid_148850	PGJ2	None	small-molecule	None	None	None
pid_148873	THRs	None	protein	None	None	None
pid_148886	TH	None	small-molecule	None	None	None
pid_148888	ATRA	None	small-molecule	None	None	None
pid_14889	ARFGEP100	UniProt:Q6DN90	protein	None	None	None
pid_148908	CCPG	UniProt:Q96EK7	protein	None	None	None
pid_148928	LXRs	None	protein	None	None	None
pid_148936	Oxysterols	None	small-molecule	None	None	None
pid_148959	FXR	UniProt:Q96RI1	protein	None	None	None
pid_148974	Bile-acids	None	small-molecule	None	None	None
pid_14897	IPCEF1	UniProt:Q8WWN9	protein	None	cytoplasm	None
pid_14901	IPCEF1	UniProt:Q8WWN9	protein	None	None	None
pid_149029	ABC1	UniProt:O95477	protein	None	None	None
pid_149067	SREBP1c	UniProt:P36956	protein	None	None	None
pid_149117	GLI3	UniProt:P10071	protein	None	cytoplasm	None
pid_149120	Su(fu)	UniProt:Q9UMX1	protein	None	cytoplasm	None
pid_149124	GLI3	UniProt:P10071	protein	None	None	None
pid_149125	Su(fu)	UniProt:Q9UMX1	protein	None	None	None
pid_149138	GLI1	UniProt:P08151	protein	activating-residue-modification	nucleus	None
pid_149144	GLI3A	None	protein	None	None	None
pid_149163	Rab23	UniProt:Q9ULC3	protein	activating-residue-modification	None	None
pid_149176	GLI-family-active	None	protein	activating-residue-modification	nucleus	None
pid_149190	MIM	UniProt:O43312	protein	None	cytoplasm	None
pid_149194	MIM	UniProt:O43312	protein	None	None	None
pid_149195	GLI2A	None	protein	None	None	None
pid_149210	SPOP	UniProt:O43791	protein	None	None	None
pid_149214	GLI2	UniProt:P10070	protein	[ubiquitinylated-lysine]@null	None	None
pid_149226	GLI3	UniProt:P10071	protein	[O-phospho-L-serine]@1006;[O-phospho-L-serine]@849;[O-phospho-L-serine]@861;[O-phospho-L-serine]@865;[O-phospho-L-serine]@873;[O-phospho-L-serine]@877;[O-phospho-L-serine]@903;[O-phospho-L-serine]@907;[O-phospho-L-serine]@980;inactivating-residue-modification	cytoplasm	None
pid_149245	SCF-ubiquitin-ligases	None	protein	None	None	None
pid_149253	GLI1	UniProt:P08151	protein	None	cytoplasm	None
pid_149257	Exportin-1	UniProt:O14980	protein	activating-residue-modification	None	None
pid_149263	GLI1	UniProt:P08151	protein	None	nucleus	None
pid_149290	PKC-delta	UniProt:Q05655	protein	activating-residue-modification	None	None
pid_149302	GLI3	UniProt:P10071	protein	inactivating-residue-modification	cytoplasm	None
pid_149306	Polaris	UniProt:Q13099	protein	None	None	None
pid_149316	IFT172	UniProt:Q9UG01	protein	activating-residue-modification	None	None
pid_149324	Su(fu)	UniProt:Q9UMX1	protein	None	nucleus	None
pid_14933	EFA6	None	protein	None	plasma-membrane	None
pid_149351	GLI3	UniProt:P10071	protein	[O-phospho-L-serine]@1006;[O-phospho-L-serine]@849;[O-phospho-L-serine]@865;[O-phospho-L-serine]@877;[O-phospho-L-serine]@907;[O-phospho-L-serine]@980;inactivating-residue-modification	cytoplasm	None
pid_149369	Kif3a	UniProt:Q9Y496	protein	activating-residue-modification	None	None
pid_149376	GLI1	UniProt:P08151	protein	activating-residue-modification	cytoplasm	None
pid_149383	GLI2	UniProt:P10070	protein	[O-phospho-L-serine]@480;[O-phospho-L-serine]@483;[O-phospho-L-serine]@492;[O-phospho-L-serine]@496;[O-phospho-L-serine]@499;[O-phospho-L-serine]@504;[O-phospho-L-serine]@508;[O-phospho-L-serine]@511;[O-phospho-L-serine]@535;[O-phospho-L-serine]@539;[O-phospho-L-serine]@542;inactivating-residue-modification	cytoplasm	None
pid_149397	GLI2R	None	protein	inactivating-residue-modification	cytoplasm	None
pid_149411	GLI1	UniProt:P08151	protein	None	None	None
pid_149417	GLI3A	None	protein	activating-residue-modification	nucleus	None
pid_149430	GLI2	UniProt:P10070	protein	[O-phospho-L-serine]@480;[O-phospho-L-serine]@483;[O-phospho-L-serine]@496;[O-phospho-L-serine]@499;[O-phospho-L-serine]@508;[O-phospho-L-serine]@511;[O-phospho-L-serine]@539;[O-phospho-L-serine]@542;inactivating-residue-modification	cytoplasm	None
pid_149473	GLI2	UniProt:P10070	protein	None	None	None
pid_149549	GLI-family	None	protein	None	nucleus	None
pid_149558	Galectin3	UniProt:P17931	protein	None	cytoplasm	None
pid_149573	hFu	UniProt:Q9NRP7	protein	None	None	None
pid_149589	GLI2A	None	protein	activating-residue-modification	cytoplasm	None
pid_14958	ARAP2	UniProt:Q8WZ64	protein	activating-residue-modification	None	None
pid_14964	PI-3-4-5-P3	None	small-molecule	None	None	None
pid_14967	GNAQ	UniProt:P50148	protein	activating-residue-modification	plasma-membrane	None
pid_14968	ARNO	UniProt:Q99418	protein	None	plasma-membrane	None
pid_14979	GIT1	UniProt:Q9Y2X7	protein	activating-residue-modification	None	None
pid_14983	GIT1	UniProt:Q9Y2X7	protein	activating-residue-modification	cell-cell-junction	None
pid_14984	Ephrin-A1	UniProt:P20827	protein	None	None	None
pid_14987	EPHA2	UniProt:P29317	protein	[O4'-phospho-L-tyrosine]@594	None	None
pid_14990	NCK1	UniProt:P16333	protein	None	None	None
pid_15001	ACAP1	UniProt:Q9UBP9	protein	None	None	None
pid_150366	Smad3;SMAD3	UniProt:P84022	protein	[O-phospho-L-serine]@423;[O-phospho-L-serine]@425;activating-residue-modification	None	None
pid_150692	SKI	UniProt:P12755	protein	None	None	None
pid_150827	HSC70	UniProt:P11142	protein	None	None	None
pid_150836	IL10	UniProt:P22301	protein	None	None	None
pid_151093	CREB1	UniProt:P16220	protein	activating-residue-modification	nucleus	None
pid_152115	PDGFRA	UniProt:P16234	protein	[O4'-phospho-L-tyrosine]@849	plasma-membrane	None
pid_152147	SRF	UniProt:P11831	protein	activating-residue-modification	nucleus	None
pid_152151	CK2A1	UniProt:P68400	protein	activating-residue-modification	nucleus	None
pid_152156	SHB;Shb	UniProt:Q15464	protein	[O4'-phospho-L-tyrosine]@null	None	None
