#id	name	features	celularLocation	elements	stoichiometry	evidence
pid_141564	dNp63a-(tetramer)/p14ARF	inactivating-residue-modification	nucleus	pid_16425;pid_48337	pid_16425:4.0;pid_48337:1.0	None
pid_141604	dNp63a-(tetramer)	inactivating-residue-modification	cytoplasm	pid_141401	pid_141401:4.0	None
pid_14165	Gi-family/GTP	activating-residue-modification	None	pid_14166;pid_3114	pid_14166:1.0;pid_3114:1.0	None
pid_141670	dNp63a-(tetramer)/PP2A-B56alpha/GSK3beta	None	nucleus	pid_16425;pid_48368;pid_68376	pid_16425:4.0;pid_48368:1.0;pid_68376:1.0	None
pid_141682	dNp63b-(tetramer)/p14ARF	inactivating-residue-modification	nucleus	pid_141423;pid_48337	pid_141423:4.0;pid_48337:1.0	None
pid_14189	mTORC2	None	None	pid_4852;pid_4861;pid_5120;pid_5123	pid_4852:1.0;pid_4861:1.0;pid_5120:1.0;pid_5123:1.0	None
pid_141964	Cyclin-B1/CDK1	inactivating-residue-modification	None	pid_141965;pid_15964	pid_141965:1.0;pid_15964:1.0	None
pid_141969	Cyclin-B1/CDK1	activating-residue-modification	None	pid_141970;pid_15964	pid_141970:1.0;pid_15964:1.0	None
pid_141991	Hec1/SPC24	None	None	pid_141992;pid_141993	pid_141992:1.0;pid_141993:1.0	None
pid_141998	Hec1/SPC24	None	kinetochore	pid_141992;pid_141993	pid_141992:1.0;pid_141993:1.0	None
pid_142072	MKLP2/PLK1	None	microtubule	pid_142073;pid_142074	pid_142073:1.0;pid_142074:1.0	None
pid_142097	GRASP65/GM130/RAB1/GTP	None	Golgi-apparatus	pid_142098;pid_142101;pid_142104;pid_3114	pid_142098:1.0;pid_142101:1.0;pid_142104:1.0;pid_3114:1.0	None
pid_142111	GRASP65/GM130/RAB1/GTP	None	Golgi-apparatus	pid_142104;pid_142112;pid_142114;pid_3114	pid_142104:1.0;pid_142112:1.0;pid_142114:1.0;pid_3114:1.0	None
pid_142134	Aurora-A/BORA	None	None	pid_142135;pid_142136	pid_142135:1.0;pid_142136:1.0	None
pid_142148	APC/C/HCDH1	activating-residue-modification	spindle-midzone	pid_91002;pid_91006	pid_91002:1.0;pid_91006:1.0	None
pid_142180	GRASP65/GM130/RAB1/GTP/PLK1	None	Golgi-apparatus	pid_142074;pid_142104;pid_142112;pid_142114;pid_3114	pid_142074:1.0;pid_142104:1.0;pid_142112:1.0;pid_142114:1.0;pid_3114:1.0	None
pid_142217	PLK1/PBIP1	None	kinetochore	pid_141984;pid_142218	pid_141984:1.0;pid_142218:1.0	None
pid_142289	PP2A-alpha-B56	None	None	pid_113921;pid_142290;pid_48365	pid_113921:1.0;pid_142290:1.0;pid_48365:1.0	None
pid_142295	PP2A-alpha-B56	None	centrosome	pid_113921;pid_142290;pid_48365	pid_113921:1.0;pid_142290:1.0;pid_48365:1.0	None
pid_14230	CXCL10/CXCR3	None	endosome	pid_13864;pid_13934	pid_13864:1.0;pid_13934:1.0	None
pid_142315	APC/C/CDC20	None	None	pid_142316;pid_90962	pid_142316:1.0;pid_90962:1.0	None
pid_142328	PLK1/PRC1-2	None	spindle-midzone	pid_142074;pid_142329	pid_142074:1.0;pid_142329:1.0	None
pid_142354	NLP/gamma-Tubulin	None	centrosome	pid_142355;pid_142357	pid_142355:1.0;pid_142357:1.0	None
pid_142443	PICH/PLK1	None	kinetochore	pid_141984;pid_142444	pid_141984:1.0;pid_142444:1.0	None
pid_142529	APC/C/HCDH1	activating-residue-modification	None	pid_91002;pid_91006	pid_91002:1.0;pid_91006:1.0	None
pid_14253	Gi-family/GDP/G-beta/gamma;Gi-family/GDP/Gbeta-gamma;Gi-family/GNB1/GNG2/GDP	inactivating-residue-modification	None	pid_13840;pid_13854;pid_14166;pid_3119	pid_13840:1.0;pid_13854:1.0;pid_14166:1.0;pid_3119:1.0	None
pid_142576	APC/C/HCDH1	None	None	pid_142577;pid_91002	pid_142577:1.0;pid_91002:1.0	None
pid_142603	Cohesin/SA2	None	chromosome	pid_142604;pid_142605	pid_142604:1.0;pid_142605:1.0	None
pid_142604	Cohesin-complex	None	None	None	None	None
pid_142609	Cohesin/SA2	None	None	pid_142604;pid_142610	pid_142604:1.0;pid_142610:1.0	None
pid_142662	APC/C/CDC20	None	kinetochore	pid_142316;pid_90962	pid_142316:1.0;pid_90962:1.0	None
pid_142676	PPP1CB/MYPT1	activating-residue-modification	centrosome	pid_142677;pid_142680	pid_142677:1.0;pid_142680:1.0	None
pid_14271	PI3K-Class-IA-family	activating-residue-modification	plasma-membrane	None	None	None
pid_14275	PI3K	None	None	pid_9138;pid_9148	pid_9138:1.0;pid_9148:1.0	None
pid_14303	PI3K-Class-IA-family	None	None	None	None	None
pid_143052	p75(NTR)/beta-APP	activating-residue-modification	None	pid_143053;pid_98037	pid_143053:1.0;pid_98037:1.0	None
pid_143064	proNGF-(dimer)	None	extracellular-region	pid_143065	pid_143065:2.0	None
pid_143072	proNGF-(dimer)/p75(NTR)/Sortilin	activating-residue-modification	integral-to-membrane	pid_143053;pid_143065;pid_143069	pid_143053:1.0;pid_143065:2.0;pid_143069:1.0	None
pid_143087	proBDNF-(dimer)	None	extracellular-region	pid_143088	pid_143088:2.0	None
pid_143101	RhoA-B-C/GTP	activating-residue-modification	None	pid_143102;pid_3114	pid_143102:1.0;pid_3114:1.0	None
pid_143112	NGF-(dimer)/p75(NTR)/PKA	activating-residue-modification	membrane-raft	pid_143113;pid_143115;pid_34488	pid_143113:2.0;pid_143115:1.0;pid_34488:2.0	None
pid_143126	NGF-(dimer)/p75(NTR)/TRAF6/RIP2	activating-residue-modification	integral-to-membrane	pid_120689;pid_12282;pid_143053;pid_34488	pid_120689:1.0;pid_12282:1.0;pid_143053:2.0;pid_34488:2.0	None
pid_143132	NGF-(dimer)/p75(NTR)/TRAF6/RIP2/IRAK	activating-residue-modification	integral-to-membrane	pid_106186;pid_120689;pid_12282;pid_143053;pid_34488	pid_106186:1.0;pid_120689:1.0;pid_12282:1.0;pid_143053:2.0;pid_34488:2.0	None
pid_143159	NT-4/5-(dimer)/p75(NTR)	activating-residue-modification	integral-to-membrane	pid_143053;pid_34567	pid_143053:2.0;pid_34567:2.0	None
pid_143170	Caspase-6-(tetramer)	activating-residue-modification	None	pid_143171;pid_143173	pid_143171:2.0;pid_143173:2.0	None
pid_143179	MAGE-G1/E2F1	None	nucleus	pid_143180;pid_38691	pid_143180:1.0;pid_38691:1.0	None
pid_143185	proNGF-(dimer)/p75(NTR)/Sortilin/MAGE-G1	activating-residue-modification	integral-to-membrane	pid_143053;pid_143065;pid_143069;pid_143180	pid_143053:1.0;pid_143065:2.0;pid_143069:1.0;pid_143180:1.0	None
pid_143204	proNGF-(dimer)/p75(NTR)/Sortilin/NRAGE	activating-residue-modification	integral-to-membrane	pid_143053;pid_143065;pid_143069;pid_34638	pid_143053:1.0;pid_143065:2.0;pid_143069:1.0;pid_34638:1.0	None
pid_143216	proNGF-(dimer)/p75(NTR)/Sortilin/NADE/14-3-3-E	activating-residue-modification	integral-to-membrane	pid_143053;pid_143065;pid_143069;pid_143217;pid_4896	pid_143053:1.0;pid_143065:2.0;pid_143069:1.0;pid_143217:1.0;pid_4896:1.0	None
pid_143240	proNGF-(dimer)/p75(NTR)/Sortilin/Necdin	activating-residue-modification	integral-to-membrane	pid_143053;pid_143065;pid_143069;pid_143241	pid_143053:1.0;pid_143065:2.0;pid_143069:1.0;pid_143241:1.0	None
pid_143253	proBDNF-(dimer)/p75(NTR)/Sortilin/TRAF6/NRIF	activating-residue-modification	integral-to-membrane	pid_12282;pid_143053;pid_143069;pid_143088;pid_143254	pid_12282:1.0;pid_143053:1.0;pid_143069:1.0;pid_143088:2.0;pid_143254:1.0	None
pid_143261	p75-CTF/Sortilin/TRAF6/NRIF	activating-residue-modification	integral-to-membrane	pid_12282;pid_143069;pid_143254;pid_143262	pid_12282:1.0;pid_143069:1.0;pid_143254:1.0;pid_143262:1.0	None
pid_143269	proBDNF-(dimer)/p75-ECD	None	extracellular-region	pid_143088;pid_143270	pid_143088:2.0;pid_143270:1.0	None
pid_143282	proBDNF-(dimer)/p75(NTR)/Sortilin	activating-residue-modification	integral-to-membrane	pid_143053;pid_143069;pid_143088	pid_143053:1.0;pid_143069:1.0;pid_143088:2.0	None
pid_143304	RAC1/GTP	activating-residue-modification	None	pid_117632;pid_24894	pid_117632:1.0;pid_24894:1.0	None
pid_143317	proNGF-(dimer)/p75(NTR)/Sortilin/MAGE-H1	activating-residue-modification	integral-to-membrane	pid_143053;pid_143065;pid_143069;pid_143318	pid_143053:1.0;pid_143065:2.0;pid_143069:1.0;pid_143318:1.0	None
pid_143333	NGF-(dimer)/p75(NTR)	activating-residue-modification	integral-to-membrane	pid_143053;pid_34488	pid_143053:2.0;pid_34488:2.0	None
pid_143344	proNGF-(dimer)/p75(NTR)/Sortilin/TRAF6/NRIF	activating-residue-modification	integral-to-membrane	pid_12282;pid_143053;pid_143065;pid_143069;pid_143254	pid_12282:1.0;pid_143053:1.0;pid_143065:2.0;pid_143069:1.0;pid_143254:1.0	None
pid_143360	Necdin/E2F1	None	nucleus	pid_143241;pid_38691	pid_143241:1.0;pid_38691:1.0	None
pid_143377	NT3-(dimer)/p75(NTR)	activating-residue-modification	integral-to-membrane	pid_143053;pid_34529	pid_143053:2.0;pid_34529:2.0	None
pid_143403	proBDNF-(dimer)/p75(NTR)/Sortilin/TRAF6	activating-residue-modification	integral-to-membrane	pid_12282;pid_143053;pid_143069;pid_143088	pid_12282:1.0;pid_143053:1.0;pid_143069:1.0;pid_143088:2.0	None
pid_143418	NT-4/5-(dimer)/p75(NTR)/TRAF6	activating-residue-modification	integral-to-membrane	pid_12282;pid_143053;pid_34567	pid_12282:1.0;pid_143053:2.0;pid_34567:2.0	None
pid_143434	Sortilin/TRAF6/NRIF	activating-residue-modification	integral-to-membrane	pid_12282;pid_143069;pid_143254	pid_12282:1.0;pid_143069:1.0;pid_143254:1.0	None
pid_143446	Sortilin/TRAF6	None	extracellular-region	pid_12282;pid_143069	pid_12282:1.0;pid_143069:1.0	None
pid_143456	proNGF-(dimer)/p75(NTR)/Sortilin/TRAF6	activating-residue-modification	integral-to-membrane	pid_12282;pid_143053;pid_143065;pid_143069	pid_12282:1.0;pid_143053:1.0;pid_143065:2.0;pid_143069:1.0	None
pid_143469	RhoA/GDP/RHOGDI	inactivating-residue-modification	None	pid_27965;pid_3119;pid_3349	pid_27965:1.0;pid_3119:1.0;pid_3349:1.0	None
pid_143473	MGDIs/NGR/p75(NTR)/LINGO1	activating-residue-modification	integral-to-membrane	pid_143053;pid_143474;pid_143476;pid_143479	pid_143053:1.0;pid_143474:1.0;pid_143476:1.0;pid_143479:1.0	None
pid_143487	MGDIs/NGR/p75(NTR)/LINGO1/RHOGDI	None	integral-to-membrane	pid_143053;pid_143474;pid_143476;pid_143479;pid_3349	pid_143053:1.0;pid_143474:1.0;pid_143476:1.0;pid_143479:1.0;pid_3349:1.0	None
pid_143504	BDNF-(dimer)/p75(NTR)	activating-residue-modification	integral-to-membrane	pid_143053;pid_26771	pid_143053:2.0;pid_26771:2.0	None
pid_143553	NGF-(dimer)/p75(NTR)/BEX1	activating-residue-modification	integral-to-membrane	pid_143053;pid_143554;pid_34488	pid_143053:2.0;pid_143554:1.0;pid_34488:2.0	None
pid_143594	PI3K	activating-residue-modification	None	pid_32976;pid_9138	pid_32976:1.0;pid_9138:1.0	None
pid_143600	RAC1/GDP	inactivating-residue-modification	None	pid_24894;pid_35394	pid_24894:1.0;pid_35394:1.0	None
pid_143615	NGF-(dimer)/p75(NTR)/TRAF6/RIP2/IRAK/p62/Atypical-PKCs	activating-residue-modification	integral-to-membrane	pid_106186;pid_120689;pid_12282;pid_143053;pid_20951;pid_20952;pid_34488	pid_106186:1.0;pid_120689:1.0;pid_12282:1.0;pid_143053:2.0;pid_20951:1.0;pid_20952:1.0;pid_34488:2.0	None
pid_143661	Mammalian-IAPs/DIABLO	inactivating-residue-modification	None	pid_143662;pid_98062	pid_143662:1.0;pid_98062:1.0	None
pid_14437	ARF6/GDP	inactivating-residue-modification	None	pid_14438;pid_3119	pid_14438:1.0;pid_3119:1.0	None
pid_144405	LAT/GRAP2/SLP76/HPK1/HIP-55/CRK-family	activating-residue-modification	integral-to-membrane	pid_11812;pid_11832;pid_11837;pid_133045;pid_144406;pid_28385	pid_11812:1.0;pid_11832:1.0;pid_11837:1.0;pid_133045:1.0;pid_144406:1.0;pid_28385:1.0	None
pid_144434	LAT/GRAP2/SLP76/HPK1/HIP-55	activating-residue-modification	integral-to-membrane	pid_11812;pid_11832;pid_11837;pid_133045;pid_144406	pid_11812:1.0;pid_11832:1.0;pid_11837:1.0;pid_133045:1.0;pid_144406:1.0	None
pid_14444	ARF6/GTP;Arf6/GTP	activating-residue-modification	None	pid_14438;pid_3114	pid_14438:1.0;pid_3114:1.0	None
pid_14453	alphaIIb/beta3-Integrin	None	integral-to-membrane	pid_14454;pid_14457	pid_14454:1.0;pid_14457:1.0	None
pid_14463	alphaIIb/beta3-Integrin/paxillin/GIT1	None	integral-to-membrane	pid_14454;pid_14457;pid_3288;pid_9649	pid_14454:1.0;pid_14457:1.0;pid_3288:1.0;pid_9649:1.0	None
pid_14471	ARF6/GTP;Arf6/GTP	activating-residue-modification	plasma-membrane	pid_14438;pid_3114	pid_14438:1.0;pid_3114:1.0	None
pid_14479	EGFR/EGFR/EGF/EGF/ARFGEP100	None	integral-to-membrane	pid_14480;pid_14483;pid_14491	pid_14480:2.0;pid_14483:2.0;pid_14491:1.0	None
pid_144805	p53/SIRT1	None	nucleus	pid_144806;pid_16174	pid_144806:1.0;pid_16174:1.0	None
pid_144823	SIRT1/p300	None	nucleus	pid_144824;pid_16174	pid_144824:1.0;pid_16174:1.0	None
pid_144848	SIRT1/MEF2D/HDAC4	inactivating-residue-modification	nucleus	pid_144849;pid_16174;pid_7781	pid_144849:1.0;pid_16174:1.0;pid_7781:1.0	None
pid_144866	FOXO1/FHL2/SIRT1	None	nucleus	pid_144867;pid_16174;pid_84960	pid_144867:1.0;pid_16174:1.0;pid_84960:1.0	None
pid_144886	SIRT2/HOXA10	None	cytoplasm	pid_144887;pid_22544	pid_144887:1.0;pid_22544:1.0	None
pid_144907	Tubulin/SIRT2	None	cytoplasm	pid_22544;pid_79489;pid_79491	pid_22544:1.0;pid_79489:1.0;pid_79491:1.0	None
pid_144921	SIRT1/FOXO3a	None	nucleus	pid_144922;pid_16174	pid_144922:1.0;pid_16174:1.0	None
pid_144939	KU70/SIRT1	None	nucleus	pid_16174;pid_38773	pid_16174:1.0;pid_38773:1.0	None
pid_144943	KU70/SIRT1/BAX	None	nucleus	pid_16174;pid_16520;pid_38773	pid_16174:1.0;pid_16520:1.0;pid_38773:1.0	None
pid_144955	HIV-1-Tat/SIRT1	activating-residue-modification	nucleus	pid_144956;pid_16174	pid_144956:1.0;pid_16174:1.0	None
pid_144995	SIRT1/Histone-H1b	None	nucleus	pid_144996;pid_16174	pid_144996:1.0;pid_16174:1.0	None
pid_145039	SIRT1/FOXO4	None	nucleus	pid_145040;pid_16174	pid_145040:1.0;pid_16174:1.0	None
pid_145049	SIRT1/PGC1A	None	nucleus	pid_16174;pid_5177	pid_16174:1.0;pid_5177:1.0	None
pid_145072	RNA-Pol-I	None	nucleolus	None	None	None
pid_145073	RNA-Pol-I/SIRT7	activating-residue-modification	nucleolus	pid_145074;pid_22549	pid_145074:1.0;pid_22549:1.0	None
pid_145074	RNA-Pol-I	None	None	None	None	None
pid_145085	SIRT1/PCAF/MYOD	None	None	pid_100434;pid_145086;pid_16174	pid_100434:1.0;pid_145086:1.0;pid_16174:1.0	None
pid_14508	LHCGR/beta-Arrestin2	None	plasma-membrane	pid_14509;pid_14510	pid_14509:1.0;pid_14510:1.0	None
pid_14519	ARF6/GDP	inactivating-residue-modification	plasma-membrane	pid_14438;pid_3119	pid_14438:1.0;pid_3119:1.0	None
pid_145201	Plasmin	activating-residue-modification	None	pid_145202;pid_145205	pid_145202:1.0;pid_145205:1.0	None
pid_145216	uPAR-DII-DIII/fMLP-receptors	None	integral-to-membrane	pid_145217;pid_145221	pid_145217:1.0;pid_145221:1.0	None
pid_145239	pro-uPA/uPAR	activating-residue-modification	integral-to-membrane	pid_126919;pid_99352	pid_126919:1.0;pid_99352:1.0	None
pid_145261	pro-uPA/uPAR/alphav/beta3-Integrin/Vitronectin	activating-residue-modification	integral-to-membrane	pid_126919;pid_14457;pid_30703;pid_71336;pid_99352	pid_126919:1.0;pid_14457:1.0;pid_30703:1.0;pid_71336:1.0;pid_99352:1.0	None
pid_145270	uPA/uPAR/alphav/beta5-Integrin	activating-residue-modification	integral-to-membrane	pid_30703;pid_60266;pid_99352;pid_99550;pid_99553	pid_30703:1.0;pid_60266:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145277	uPA/uPAR/alphav/beta5-Integrin/Vitronectin	activating-residue-modification	integral-to-membrane	pid_145278;pid_71336;pid_99352;pid_99550;pid_99553	pid_145278:1.0;pid_71336:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_14527	EFA6/PI-4-5-P2	None	plasma-membrane	pid_14528;pid_9802	pid_14528:1.0;pid_9802:1.0	None
pid_145292	alphaM/beta2-Integrin	activating-residue-modification	integral-to-membrane	pid_60116;pid_60119	pid_60116:1.0;pid_60119:1.0	None
pid_145296	pro-uPA/alphaM/beta2-Integrin	activating-residue-modification	integral-to-membrane	pid_60116;pid_60119;pid_99655	pid_60116:1.0;pid_60119:1.0;pid_99655:1.0	None
pid_145307	uPA/alphav/beta3-Integrin	activating-residue-modification	integral-to-membrane	pid_14457;pid_30703;pid_30745	pid_14457:1.0;pid_30703:1.0;pid_30745:1.0	None
pid_145314	PDGF-DD	activating-residue-modification	extracellular-region	pid_145315	pid_145315:2.0	None
pid_145338	uPA/uPAR/alphav/beta3-Integrin	activating-residue-modification	integral-to-membrane	pid_14457;pid_30703;pid_99352;pid_99550;pid_99553	pid_14457:1.0;pid_30703:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145345	uPA/uPAR/alphav/beta3-Integrin/Vitronectin	activating-residue-modification	integral-to-membrane	pid_14457;pid_30703;pid_71336;pid_99352;pid_99550;pid_99553	pid_14457:1.0;pid_30703:1.0;pid_71336:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145358	pro-uPA/uPAR/alphav/beta3-Integrin	activating-residue-modification	integral-to-membrane	pid_126919;pid_14457;pid_30703;pid_99352	pid_126919:1.0;pid_14457:1.0;pid_30703:1.0;pid_99352:1.0	None
pid_145369	uPA/uPAR/alphav/beta3-Integrin/Vitronectin/CK2/Nucleolin	activating-residue-modification	integral-to-membrane	pid_14457;pid_145370;pid_30703;pid_71336;pid_98663;pid_99352;pid_99550;pid_99553	pid_14457:1.0;pid_145370:1.0;pid_30703:1.0;pid_71336:1.0;pid_98663:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145385	uPA/uPAR/alphav/beta5-Integrin/PAI-1	inactivating-residue-modification	integral-to-membrane	pid_16602;pid_30703;pid_60266;pid_99352;pid_99550;pid_99553	pid_16602:1.0;pid_30703:1.0;pid_60266:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145399	uPA/uPAR/PAI-1	inactivating-residue-modification	plasma-membrane	pid_145400;pid_99352;pid_99550;pid_99553	pid_145400:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145407	uPA/PAI-1	inactivating-residue-modification	early-endosome	pid_16602;pid_99550;pid_99553	pid_16602:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145449	HGF	activating-residue-modification	extracellular-region	pid_40433;pid_40437	pid_40433:1.0;pid_40437:1.0	None
pid_145465	alpha3/beta1-Integrin	activating-residue-modification	integral-to-membrane	pid_12886;pid_12889	pid_12886:1.0;pid_12889:1.0	None
pid_145471	pro-uPA/uPAR/Vitronectin	activating-residue-modification	plasma-membrane	pid_126919;pid_71336;pid_99352	pid_126919:1.0;pid_71336:1.0;pid_99352:1.0	None
pid_145487	uPA/uPAR/alphaM/beta2-Integrin	activating-residue-modification	integral-to-membrane	pid_60116;pid_60119;pid_99352;pid_99550;pid_99553	pid_60116:1.0;pid_60119:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145494	uPA/uPAR/alphaM/beta2-Integrin/Fibrinogen	activating-residue-modification	integral-to-membrane	pid_60116;pid_60119;pid_99352;pid_99494;pid_99496;pid_99498;pid_99550;pid_99553	pid_60116:1.0;pid_60119:1.0;pid_99352:1.0;pid_99494:2.0;pid_99496:2.0;pid_99498:2.0;pid_99550:1.0;pid_99553:1.0	None
pid_145509	alphav/beta3-Integrin	activating-residue-modification	integral-to-membrane	pid_14457;pid_30703	pid_14457:1.0;pid_30703:1.0	None
pid_145531	uPA/uPAR/alpha3/beta-1-Integrin;uPA/uPAR/alpha3/beta1-Integrin	activating-residue-modification	integral-to-membrane	pid_12886;pid_12889;pid_99352;pid_99550;pid_99553	pid_12886:1.0;pid_12889:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145538	uPA/uPAR/alpha3/beta1-Integrin/Vitronectin	activating-residue-modification	integral-to-membrane	pid_12886;pid_12889;pid_71336;pid_99352;pid_99550;pid_99553	pid_12886:1.0;pid_12889:1.0;pid_71336:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145565	uPA	activating-residue-modification	extracellular-region	pid_99550;pid_99553	pid_99550:1.0;pid_99553:1.0	None
pid_145582	alphav/beta5-Integrin	activating-residue-modification	integral-to-membrane	pid_30703;pid_60266	pid_30703:1.0;pid_60266:1.0	None
pid_14558	HGF/MET	None	None	pid_14559;pid_14562	pid_14559:1.0;pid_14562:1.0	None
pid_145594	uPA/uPAR-(dimer)/Vitronectin	activating-residue-modification	plasma-membrane	pid_71336;pid_99352;pid_99550;pid_99553	pid_71336:1.0;pid_99352:2.0;pid_99550:1.0;pid_99553:1.0	None
pid_145610	uPAR/alphaM/beta2-Integrin/Fibrinogen	activating-residue-modification	integral-to-membrane	pid_60116;pid_60119;pid_99352;pid_99494;pid_99496;pid_99498	pid_60116:1.0;pid_60119:1.0;pid_99352:1.0;pid_99494:2.0;pid_99496:2.0;pid_99498:2.0	None
pid_145622	uPA/uPAR/alpha5/beta1-Integrin/Fibronectin	activating-residue-modification	integral-to-membrane	pid_12886;pid_24776;pid_25020;pid_99352;pid_99550;pid_99553	pid_12886:1.0;pid_24776:2.0;pid_25020:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145634	CRK/DOCK1	None	None	pid_21541;pid_35101	pid_21541:1.0;pid_35101:1.0	None
pid_145637	p130-CAS/CRK/DOCK1	activating-residue-modification	None	pid_21537;pid_21541;pid_62055	pid_21537:1.0;pid_21541:1.0;pid_62055:1.0	None
pid_145661	alphav/beta5-Integrin	inactivating-residue-modification	early-endosome	pid_30703;pid_60266	pid_30703:1.0;pid_60266:1.0	None
pid_145673	EGFR-(dimer);EGFR/EGFR	activating-residue-modification	integral-to-membrane	pid_145674	pid_145674:2.0	None
pid_145684	uPA/PAI-1	inactivating-residue-modification	lysosome	pid_16602;pid_99550;pid_99553	pid_16602:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145707	uPA/uPAR/PDGFRB-(dimer)	activating-residue-modification	plasma-membrane	pid_145708;pid_99352;pid_99550;pid_99553	pid_145708:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145708	PDGFRB-(dimer)	activating-residue-modification	None	None	None	None
pid_145722	uPA/uPAR/alpha5/beta1-Integrin	activating-residue-modification	integral-to-membrane	pid_12886;pid_25020;pid_99352;pid_99550;pid_99553	pid_12886:1.0;pid_25020:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145737	uPA/uPAR/alphav/beta3-Integrin/PAI-1	inactivating-residue-modification	integral-to-membrane	pid_14457;pid_16602;pid_30703;pid_99352;pid_99550;pid_99553	pid_14457:1.0;pid_16602:1.0;pid_30703:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145760	latent-PDGF-DD	inactivating-residue-modification	extracellular-region	None	None	None
pid_145780	alphaM/beta2-Integrin/uPAR;uPAR/alphaM/beta2-Integrin	activating-residue-modification	integral-to-membrane	pid_60116;pid_60119;pid_99352	pid_60116:1.0;pid_60119:1.0;pid_99352:1.0	None
pid_145803	uPAR-(dimer)	None	plasma-membrane	pid_99352	pid_99352:2.0	None
pid_145805	uPA/uPAR-(dimer)	activating-residue-modification	plasma-membrane	pid_99352;pid_99550;pid_99553	pid_99352:2.0;pid_99550:1.0;pid_99553:1.0	None
pid_145820	alphav/beta3-Integrin	None	early-endosome	pid_14457;pid_30703	pid_14457:1.0;pid_30703:1.0	None
pid_145830	uPA/uPAR/Vitronectin	activating-residue-modification	plasma-membrane	pid_71336;pid_99352;pid_99550;pid_99553	pid_71336:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_145867	PAI/Vitronectin	None	None	pid_145868;pid_71336	pid_145868:1.0;pid_71336:1.0	None
