#id	E	F	R	interactionType	E&Fstoichiometry	spontaneous	conversiondirection	evidence	xref
pid_116178	pid_116179;pid_14275	pid_116192	None	ComplexAssembly	pid_116179:1.0;pid_116192:1.0;pid_14275:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:7499365
pid_116212	pid_116213	pid_45213	pid_116216	BiochemicalReaction	pid_116213:1.0;pid_45213:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10962581
pid_116218	pid_61472	pid_116219	pid_116223	BiochemicalReaction	pid_116219:1.0;pid_61472:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10066828;Pubmed:9169478
pid_116226	pid_115724;pid_9101	pid_115982	None	ComplexAssembly	pid_115724:1.0;pid_115982:1.0;pid_9101:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7688728;Pubmed:8294403;Pubmed:8643566;Pubmed:8700888;Pubmed:9794391
pid_116237	pid_70181	None	None	ComplexAssembly	pid_70181:1.0	true	None	None	None
pid_116239	pid_14275	pid_70181	pid_116242	BiochemicalReaction	pid_14275:1.0;pid_70181:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12393431
pid_116244	pid_115777;pid_14275	pid_115810	None	ComplexAssembly	pid_115777:1.0;pid_115810:1.0;pid_14275:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10421845;Pubmed:1655887;Pubmed:8397196;Pubmed:9092570
pid_116252	pid_40278	pid_49416	pid_116255;pid_116256	ComplexAssembly	pid_40278:2.0;pid_49416:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10602027;Pubmed:12681450;Pubmed:7528668;Pubmed:7544001;Pubmed:7568001;Pubmed:7719937;Pubmed:7719938;Pubmed:9305919
pid_116263	pid_116263	pid_7513	None	TemplateReaction(Transcription)	None	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:1460037;Pubmed:1535827
pid_116267	pid_115696;pid_115702;pid_115839;pid_33055	pid_115724	pid_116273;pid_116274;pid_116275;pid_116282	ComplexAssembly	pid_115696:1.0;pid_115702:1.0;pid_115724:1.0;pid_115839:1.0;pid_33055:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10214954;Pubmed:10373548;Pubmed:10514520;Pubmed:1545122;Pubmed:1618313;Pubmed:1631559;Pubmed:1940342;Pubmed:2047859;Pubmed:2106566;Pubmed:2303462;Pubmed:2590941;Pubmed:3095922;Pubmed:7665592;Pubmed:7973657;Pubmed:7973658;Pubmed:7973659;Pubmed:7988557;Pubmed:8262551;Pubmed:8552611;Pubmed:8702919;Pubmed:9202126;Pubmed:9382798;Pubmed:9391116;Pubmed:9822600
pid_116298	pid_83503	pid_39547	pid_116301	BiochemicalReaction	pid_39547:1.0;pid_83503:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8376945
pid_116305	pid_70579;pid_9236	pid_116064	None	ComplexAssembly	pid_116064:1.0;pid_70579:1.0;pid_9236:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9697832
pid_116314	pid_116314	pid_55616	None	TemplateReaction(Transcription)	None	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10843677;Pubmed:6434688
pid_116317	pid_32947	None	None	ComplexAssembly	pid_32947:1.0	true	None	None	None
pid_116319	pid_32947	None	None	ComplexAssembly	pid_32947:1.0	true	None	None	None
pid_116321	pid_115724;pid_116322	pid_115910	None	ComplexAssembly	pid_115724:1.0;pid_115910:1.0;pid_116322:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10899310;Pubmed:9133424
pid_116331	pid_115724;pid_116332	pid_116179	None	ComplexAssembly	pid_115724:1.0;pid_116179:1.0;pid_116332:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:7499365
pid_116616	pid_85191	pid_64120	None	Transport	pid_64120:1.0;pid_85191:1.0	null	None	None	Pubmed:17050692
pid_116620	pid_116621;pid_14166;pid_64120	pid_116624	None	ComplexAssembly	pid_116621:1.0;pid_116624:1.0;pid_14166:1.0;pid_64120:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12761884
pid_116636	pid_116637;pid_26807;pid_64120	pid_116640	None	ComplexAssembly	pid_116637:1.0;pid_116640:1.0;pid_26807:1.0;pid_64120:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11705398
pid_116655	pid_116656;pid_64120	pid_85219	None	ComplexAssembly	pid_116656:1.0;pid_64120:1.0;pid_85219:1.0	true	None	None	None
pid_116660	pid_85219	None	None	ComplexAssembly	pid_85219:1.0	true	None	None	None
pid_116662	pid_116663	pid_85191	pid_116666;pid_116669	BiochemicalReaction	pid_116663:1.0;pid_85191:1.0	null	None	None	Pubmed:12531554;Pubmed:16520486;Pubmed:16584625;Pubmed:16996023
pid_116676	pid_116677	None	None	ComplexAssembly	pid_116677:1.0	true	None	None	None
pid_116686	pid_116678;pid_64120;pid_64128	pid_116677	None	ComplexAssembly	pid_116677:1.0;pid_116678:1.0;pid_64120:1.0;pid_64128:1.0	true	None	None	Pubmed:10617617;Pubmed:9854026
pid_116691	pid_116663	None	None	BiochemicalReaction	pid_116663:1.0	true	None	None	None
pid_116693	pid_116694	pid_116663	pid_116699	BiochemicalReaction	pid_116663:1.0;pid_116694:1.0	null	None	None	Pubmed:12815058
pid_116703	pid_116640	None	None	ComplexAssembly	pid_116640:1.0	true	None	None	None
pid_116705	pid_116624	None	None	ComplexAssembly	pid_116624:1.0	true	None	None	None
pid_116707	pid_64148	None	None	ComplexAssembly	pid_64148:1.0	true	None	None	None
pid_116709	pid_85191	pid_116710;pid_116712	pid_116717;pid_116718;pid_116721	BiochemicalReaction	pid_116710:1.0;pid_116712:1.0;pid_85191:1.0	null	None	None	Pubmed:14570870
pid_116726	pid_116727	pid_116694	pid_116732	BiochemicalReaction	pid_116694:1.0;pid_116727:1.0	null	None	None	None
pid_116733	pid_85191	pid_50680	pid_116736	BiochemicalReaction	pid_50680:1.0;pid_85191:1.0	null	None	None	None
pid_116739	pid_85191	pid_116663	pid_116742	BiochemicalReaction	pid_116663:1.0;pid_85191:1.0	null	None	None	Pubmed:12815058
pid_116743	pid_14856;pid_64117;pid_64120	pid_64148	None	ComplexAssembly	pid_14856:1.0;pid_64117:1.0;pid_64120:1.0;pid_64148:1.0	true	None	None	None
pid_117594	pid_117595	pid_117596	pid_117599;pid_117600	BiochemicalReaction	pid_117595:1.0;pid_117596:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11257496;Pubmed:15846779
pid_117612	pid_117613	pid_117614	pid_117617;pid_117618	BiochemicalReaction	pid_117613:1.0;pid_117614:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11257496;Pubmed:15846779
pid_117652	pid_117653;pid_3114	pid_117625;pid_3119;pid_33703	pid_117664	ComplexAssembly	pid_117625:1.0;pid_117653:1.0;pid_3114:1.0;pid_3119:1.0;pid_33703:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16775153
pid_118310	pid_118311;pid_4877	pid_118317	None	ComplexAssembly	pid_118311:1.0;pid_118317:1.0;pid_4877:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15261145;Pubmed:18439900
pid_118333	pid_118334;pid_4877	pid_118339	None	ComplexAssembly	pid_118334:1.0;pid_118339:1.0;pid_4877:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:16306228
pid_118349	pid_118350	pid_118353	pid_118358	BiochemicalReaction	pid_118350:1.0;pid_118353:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15705853;Pubmed:17482548
pid_118372	pid_118372	pid_7555	None	TemplateReaction(Transcription)	None	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:19369417
pid_118382	pid_118383	pid_118386	pid_118390	BiochemicalReaction	pid_118383:1.0;pid_118386:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:11445556
pid_118395	pid_118396	pid_118399	pid_118404	BiochemicalReaction	pid_118396:1.0;pid_118399:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14676191;Pubmed:14976552
pid_118426	pid_118427	pid_118430	pid_118435	BiochemicalReaction	pid_118427:1.0;pid_118430:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15705853
pid_118443	pid_118427	pid_118430	pid_118446	BiochemicalReaction	pid_118427:1.0;pid_118430:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:7706316;Pubmed:8631898
pid_118473	pid_118473	pid_118474	None	TemplateReaction(Transcription)	None	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:19369417
pid_118479	pid_118480	pid_118483	pid_118487	BiochemicalReaction	pid_118480:1.0;pid_118483:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19386264
pid_118492	pid_118493	pid_118496	pid_118500	BiochemicalReaction	pid_118493:1.0;pid_118496:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:16912160
pid_118504	pid_118504	pid_7951	None	TemplateReaction(Transcription)	None	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19369417
pid_118515	pid_118516	pid_118334	pid_118519	BiochemicalReaction	pid_118334:1.0;pid_118516:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14976552
pid_118529	pid_118350	pid_118353	pid_118532	BiochemicalReaction	pid_118350:1.0;pid_118353:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:17573348;Pubmed:7706316
pid_118534	pid_118350	pid_118353	pid_118537	BiochemicalReaction	pid_118350:1.0;pid_118353:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15705853;Pubmed:17482548
pid_118545	pid_118546	pid_118311	pid_118553	BiochemicalReaction	pid_118311:1.0;pid_118546:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18439900
pid_118556	pid_118557	pid_118560	pid_118565	BiochemicalReaction	pid_118557:1.0;pid_118560:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14976552
pid_118571	None	None	pid_118572	BiochemicalReaction	None	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18439900
pid_118575	pid_118391;pid_7422	pid_118374	None	ComplexAssembly	pid_118374:1.0;pid_118391:1.0;pid_7422:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:19369417
pid_118581	pid_118582	pid_118463	pid_118585	BiochemicalReaction	pid_118463:1.0;pid_118582:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15454081;Pubmed:16306228;Pubmed:16817901
pid_118589	pid_118391;pid_118408;pid_118416	pid_118405	None	ComplexAssembly	pid_118391:1.0;pid_118405:1.0;pid_118408:1.0;pid_118416:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:12805220;Pubmed:14511394;Pubmed:14517248;Pubmed:14676191;Pubmed:19513107
pid_118597	pid_118391;pid_118598;pid_7892	pid_118601	None	ComplexAssembly	pid_118391:1.0;pid_118598:1.0;pid_118601:1.0;pid_7892:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11741830
pid_118615	pid_44803	pid_44711	pid_118618	BiochemicalReaction	pid_44711:1.0;pid_44803:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:18063805
pid_118621	None	None	pid_118622	BiochemicalReaction	None	true	None	None	Pubmed:16627617;Pubmed:17991864
pid_118628	pid_118405	pid_118629	pid_118637	BiochemicalReaction	pid_118405:1.0;pid_118629:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:10642527;Pubmed:17482548;Pubmed:17482549
pid_118640	pid_71777	pid_71582	pid_118643;pid_118646	BiochemicalReaction	pid_71582:1.0;pid_71777:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14511394;Pubmed:14614828;Pubmed:14976552;Pubmed:14985505;Pubmed:16396636
pid_118650	pid_71582	None	None	ComplexAssembly	pid_71582:1.0	true	None	None	None
pid_118652	pid_118653	pid_118359	pid_118656	BiochemicalReaction	pid_118359:1.0;pid_118653:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14976552;Pubmed:17482548;Pubmed:17482549;Pubmed:18339622
pid_118660	pid_118661	pid_118664	pid_118670	BiochemicalReaction	pid_118661:1.0;pid_118664:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:14651849
pid_118678	pid_118582	pid_118463	pid_118681	BiochemicalReaction	pid_118463:1.0;pid_118582:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15454081;Pubmed:16308421
pid_118689	pid_118427	pid_118430	pid_118692	BiochemicalReaction	pid_118427:1.0;pid_118430:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15705853
pid_118695	pid_118696	pid_118673	pid_118699	BiochemicalReaction	pid_118673:1.0;pid_118696:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19386264
pid_118702	pid_118664	pid_4832	pid_118705	BiochemicalReaction	pid_118664:1.0;pid_4832:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16959574
pid_118708	pid_118709;pid_4877	pid_118714	None	ComplexAssembly	pid_118709:1.0;pid_118714:1.0;pid_4877:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:16306228
pid_118728	pid_118582	pid_118463	pid_118731	BiochemicalReaction	pid_118463:1.0;pid_118582:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16306228
pid_118735	pid_6610	pid_118685	pid_118738	BiochemicalReaction	pid_118685:1.0;pid_6610:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:19622832
pid_118740	pid_110669;pid_118391;pid_38554	pid_118509	None	ComplexAssembly	pid_110669:1.0;pid_118391:1.0;pid_118509:1.0;pid_38554:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12489981
pid_118746	pid_118747	pid_118538	pid_118750	BiochemicalReaction	pid_118538:1.0;pid_118747:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14976552;Pubmed:17482548;Pubmed:17482549;Pubmed:18339622
pid_118755	pid_118756	pid_118447	pid_118759	BiochemicalReaction	pid_118447:1.0;pid_118756:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14976552
pid_118762	pid_118763	pid_118709	pid_118766	BiochemicalReaction	pid_118709:1.0;pid_118763:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14976552
pid_118851	pid_28446	pid_27974;pid_3125	pid_118855	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3125:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:15296756
pid_118859	pid_28446	pid_27974;pid_3125	pid_118863	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3125:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11804590
pid_118867	pid_27974;pid_3114	pid_28446;pid_3119	pid_118872	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:8276860;Pubmed:8297393
pid_118875	pid_27974;pid_3114	pid_28446;pid_3119	pid_118880	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11058585
pid_118883	pid_27974;pid_3114	pid_28446;pid_3119	pid_118888	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:9670022
pid_118894	pid_27974;pid_3114	pid_3119;pid_62419	pid_118899	BiochemicalReaction	pid_27974:1.0;pid_3114:1.0;pid_3119:1.0;pid_62419:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:19625450
pid_118903	pid_27974;pid_3114	pid_28446;pid_3119	pid_118908	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11094164;Pubmed:12183458;Pubmed:12196628;Pubmed:17971419
pid_118917	pid_28446	pid_27974;pid_3125	pid_118921	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3125:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:10699171
pid_118928	pid_28446	pid_27974;pid_3125	pid_118932	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3125:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:18948007;Pubmed:8537347
pid_118938	pid_27974;pid_3114	pid_28446;pid_3119	pid_118943	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:1907371;Pubmed:8352776
pid_118950	pid_27974;pid_3349	pid_118951	None	ComplexAssembly	pid_118951:1.0;pid_27974:1.0;pid_3349:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:8491184
pid_118961	pid_27974;pid_3114	pid_28446;pid_3119	pid_118966	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:10026210;Pubmed:15039571;Pubmed:16954208;Pubmed:20018869
pid_118972	pid_27974;pid_3114	pid_28446;pid_3119	pid_118977	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:17488622;Pubmed:19261619
pid_118981	pid_27974;pid_3114	pid_28446;pid_3119	pid_118986	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16112081
pid_118993	pid_27974;pid_3114	pid_28446;pid_3119	pid_118998	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:8643598;Pubmed:9464532
pid_119006	pid_27974;pid_3114	pid_28446;pid_3119	pid_119011	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:9425278
pid_119018	pid_27974;pid_3114	pid_28446;pid_3119	pid_119023;pid_119024	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:15078817;Pubmed:15691829;Pubmed:8910315
pid_119032	pid_119033;pid_27974	pid_119036	None	ComplexAssembly	pid_119033:1.0;pid_119036:1.0;pid_27974:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:8356058
pid_119046	pid_27974;pid_3114	pid_28446;pid_3119	pid_119051	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:14512443
pid_119058	pid_27974;pid_97683	pid_119059	None	ComplexAssembly	pid_119059:1.0;pid_27974:1.0;pid_97683:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:8356058
pid_119068	pid_28446	pid_27974;pid_3125	pid_119072	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3125:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12944407
pid_119079	pid_28446	pid_27974;pid_3125	pid_119083	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3125:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11553710;Pubmed:19103606
pid_119087	pid_27974;pid_3114	pid_28446;pid_3119	pid_119092	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16721066
pid_119099	pid_27974;pid_3114	pid_28446;pid_3119	pid_119104	BiochemicalReaction	pid_27974:1.0;pid_28446:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12215546
