#id	controllingElements	controlledElements	controlType	catalysisdir	evidence	xref
pid_140805	pid_140311	pid_140804	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:20962848
pid_140812	pid_140277	pid_140809	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17399686
pid_140820	pid_16234	pid_140817	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19783996
pid_140823	pid_140277	pid_140822	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15982302
pid_140828	pid_140277	pid_140827	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15781645;Pubmed:18087216
pid_140834	pid_140265	pid_140833	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18037962
pid_140837	pid_140311	pid_140836	ACTIVATION	None	inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18037962
pid_140842	pid_5613	pid_140839	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17965458
pid_140847	pid_140311	pid_140846	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:20962848
pid_14111	pid_14063	pid_14104	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:18291705
pid_14116	pid_13939	pid_14113	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:18291705
pid_14118	pid_13890	pid_10424	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18291705
pid_14123	pid_14030	pid_14121	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16210647
pid_14124	pid_14125	pid_14121	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16210647
pid_14130	pid_13871	pid_14127	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:16467404;Pubmed:18375741
pid_14132	pid_14133	pid_14019	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18292502;Pubmed:9541591
pid_14136	pid_13871	pid_14019	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18292502;Pubmed:9541591
pid_141373	pid_64566	pid_141372	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:19816568
pid_14137	pid_13913	pid_14019	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18292502;Pubmed:9541591
pid_141381	pid_141382	pid_141377	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18275068
pid_141391	pid_141392	pid_141387	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:20959455
pid_141399	pid_141400	pid_9822	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16908849;Pubmed:18806757
pid_141411	pid_64566	pid_141407	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141416	pid_64566	pid_141415	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:19461998
pid_141421	pid_141422	pid_141420	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17159913
pid_141435	pid_141382	pid_141431	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18326838
pid_141441	pid_64566	pid_141440	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141445	pid_141446	pid_141444	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17159913
pid_14144	pid_14145	pid_14141	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11136732;Pubmed:12750173
pid_141457	pid_20322	pid_141454	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18806757
pid_141462	pid_64566	pid_141461	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15781645
pid_141467	pid_64566	pid_141466	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:20442293
pid_141473	pid_141446	pid_141472	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19816568
pid_141477	pid_73163	pid_141476	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16410722
pid_141478	pid_64566	pid_141476	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16410722
pid_141483	pid_64566	pid_141482	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:19622632
pid_141492	pid_64566	pid_141488	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21295273
pid_141500	pid_64566	pid_141496	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141504	pid_64566	pid_141503	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16582625
pid_141513	pid_917	pid_141508	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:20571051
pid_141514	pid_16000	pid_141508	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:20571051
pid_141522	pid_16585	pid_141519	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15467455
pid_141528	pid_141446	pid_141527	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15361520
pid_141536	pid_141382	pid_141532	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18326838
pid_141541	pid_64566	pid_141540	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:20523354
pid_141546	pid_64566	pid_141545	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19816568
pid_141559	pid_64566	pid_141558	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16618808
pid_141575	pid_64566	pid_141572	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18256694
pid_141583	pid_64566	pid_141579	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141587	pid_64566	pid_141586	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19494829
pid_141592	pid_64566	pid_141591	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141598	pid_41416	pid_141595	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:20571051
pid_141599	pid_16000	pid_141595	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:20571051
pid_141608	pid_917	pid_141603	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15467455;Pubmed:19451233
pid_141609	pid_16709	pid_141603	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15467455;Pubmed:19451233
pid_141610	pid_141611	pid_141603	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15467455;Pubmed:19451233
pid_141617	pid_141446	pid_141616	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18326838
pid_14161	pid_13871	pid_14159	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12750173
pid_141622	pid_141446	pid_141621	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:19461998
pid_141626	pid_141446	pid_141625	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19494829
pid_141630	pid_64566	pid_141629	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141634	pid_141422	pid_141633	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18326838
pid_141642	pid_64566	pid_141638	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141646	pid_141446	pid_141645	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:19816568
pid_14164	pid_14165	pid_13887	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18174362
pid_141651	pid_64566	pid_141650	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:20729916
pid_141656	pid_64566	pid_141655	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141660	pid_141422	pid_141659	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18326838
pid_141666	pid_64566	pid_141664	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141691	pid_141670	pid_141690	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12086851
pid_141695	pid_141422	pid_141694	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:20519941
pid_141701	pid_64566	pid_141700	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17159913
pid_141706	pid_141446	pid_141705	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:18326838
pid_141711	pid_64566	pid_141710	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:20663147
pid_141716	pid_64566	pid_141715	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:15797384;Pubmed:21285247
pid_141722	pid_64566	pid_141721	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141725	pid_141604	pid_9822	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19451233;Pubmed:20571051
pid_141729	pid_141422	pid_141728	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:19461998
pid_141733	pid_141446	pid_141732	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19494829
pid_141739	pid_917	pid_141736	ACTIVATION	None	None	Pubmed:20959455
pid_141741	pid_64566	pid_141740	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:19494829
pid_141748	pid_64566	pid_141744	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:21151771
pid_141754	pid_141755	pid_141751	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:20571051
pid_141764	pid_16504	pid_141761	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16908849
pid_141771	pid_141382	pid_141768	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16473849
pid_141780	pid_141382	pid_141776	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16473849
pid_141784	pid_64566	pid_141783	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:17903252
pid_141788	pid_64566	pid_141787	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:20519941
pid_141793	pid_141446	pid_141792	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:16446369
pid_14188	pid_14189	pid_14185	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11136732;Pubmed:12750173
pid_141976	pid_91159	pid_141963	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15350223
pid_141982	pid_84221	pid_141979	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16418575
pid_141983	pid_141984	pid_141979	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16418575
pid_142003	pid_142004	pid_141990	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15964272
pid_142017	pid_84221	pid_142008	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18331714
pid_142018	pid_141984	pid_142008	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18331714
pid_142023	pid_142024	pid_5603	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18378770;Pubmed:18521620
pid_142041	pid_90940	pid_142031	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17785528
pid_142042	pid_142043	pid_142031	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17785528
pid_142050	pid_141984	pid_142048	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14734534
pid_142051	pid_93151	pid_142048	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14734534
pid_142062	pid_84221	pid_142055	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16885021;Pubmed:16885022;Pubmed:16934469
pid_142063	pid_141984	pid_142055	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16885021;Pubmed:16885022;Pubmed:16934469
pid_142080	pid_93151	pid_142070	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12939256
pid_142092	pid_141984	pid_142085	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15070733;Pubmed:15350223
pid_142093	pid_141969	pid_142085	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15070733;Pubmed:15350223
pid_14209	pid_4936	pid_10424	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11136732;Pubmed:12782716
pid_14210	pid_13939	pid_10424	INHIBITION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11136732;Pubmed:12782716
pid_142123	pid_84221	pid_142096	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15678101
pid_142124	pid_141969	pid_142096	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15678101
pid_14212	pid_4936	pid_10424	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11136732;Pubmed:12782716
pid_142132	pid_47298	pid_142129	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18566290;Pubmed:18615013
pid_142133	pid_142134	pid_142129	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18566290;Pubmed:18615013
pid_14213	pid_13944	pid_10424	INHIBITION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11136732;Pubmed:12782716
pid_142147	pid_142148	pid_5603	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14734534;Pubmed:9734353
pid_142152	pid_93151	pid_5603	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14734534;Pubmed:9734353
pid_142159	pid_84221	pid_142156	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18566290
pid_142160	pid_90776	pid_142156	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18566290
pid_142164	pid_142165	pid_142162	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16860740
